"countyCode","population","total.Under.5.years","percent.Under.5.years","total.5.to.9.years","percent.5.to.9.years","total.10.to.14.years","percent.10.to.14.years","total.15.to.19.years","percent.15.to.19.years","total.20.to.24.years","percent.20.to.24.years","total.25.to.29.years","percent.25.to.29.years","total.30.to.34.years","percent.30.to.34.years","total.35.to.39.years","percent.35.to.39.years","total.40.to.44.years","percent.40.to.44.years","total.45.to.49.years","percent.45.to.49.years","total.50.to.54.years","percent.50.to.54.years","total.55.to.59.years","percent.55.to.59.years","total.60.to.64.years","percent.60.to.64.years","total.65.to.69.years","percent.65.to.69.years","total.70.to.74.years","percent.70.to.74.years","total.75.to.79.years","percent.75.to.79.years","total.80.to.84.years","percent.80.to.84.years","total.85.years.and.over","percent.85.years.and.over"
"1","01117",215707,11944,5.5,13094,6.1,14757,6.8,14395,6.7,12128,5.6,14154,6.6,12736,5.9,13135,6.1,17909,8.3,16279,7.5,13886,6.4,14192,6.6,13803,6.4,11940,5.5,8412,3.9,6232,2.9,3686,1.7,3025,1.4
"2","01121",79828,4250,5.3,4635,5.8,4782,6,5644,7.1,4242,5.3,5479,6.9,4388,5.5,4629,5.8,5385,6.7,5331,6.7,5465,6.8,5119,6.4,6057,7.6,4531,5.7,4226,5.3,2482,3.1,1910,2.4,1273,1.6
"3","01125",208911,11789,5.6,11636,5.6,12544,6,22371,10.7,19909,9.5,16977,8.1,14200,6.8,13381,6.4,11566,5.5,11933,5.7,11307,5.4,11866,5.7,11960,5.7,9310,4.5,7501,3.6,5411,2.6,2713,1.3,2537,1.2
"4","04021",447138,25176,5.6,27911,6.2,31371,7,26887,6,26780,6,26290,5.9,29818,6.7,30931,6.9,28421,6.4,26002,5.8,23109,5.2,25808,5.8,27809,6.2,27844,6.2,27162,6.1,18482,4.1,11173,2.5,6164,1.4
"5","06045",87606,5089,5.8,5734,6.5,4842,5.5,5193,5.9,5363,6.1,3593,4.1,5010,5.7,4358,5,5863,6.7,5178,5.9,5271,6,6144,7,6896,7.9,6576,7.5,5744,6.6,2860,3.3,2417,2.8,1475,1.7
"6","06059",3185968,187424,5.9,176525,5.5,211447,6.6,205379,6.4,210595,6.6,243175,7.6,216675,6.8,214199,6.7,199120,6.2,224484,7,221335,6.9,216108,6.8,188276,5.9,142280,4.5,124254,3.9,80776,2.5,58499,1.8,65417,2.1
"7","06067",1540975,98854,6.4,97945,6.4,106610,6.9,95824,6.2,96515,6.3,123506,8,117870,7.6,112834,7.3,93049,6,97367,6.3,94527,6.1,95497,6.2,93133,6,70410,4.6,57822,3.8,36056,2.3,25650,1.7,27506,1.8
"8","12017",147929,5753,3.9,5928,4,6220,4.2,6485,4.4,5444,3.7,6515,4.4,5665,3.8,5263,3.6,6164,4.2,7418,5,8732,5.9,10063,6.8,14447,9.8,16405,11.1,13054,8.8,10321,7,7242,4.9,6810,4.6
"9","17143",180621,12419,6.9,10652,5.9,12383,6.9,11689,6.5,11909,6.6,11865,6.6,12177,6.7,12134,6.7,9685,5.4,10790,6,10929,6.1,11092,6.1,12696,7,9622,5.3,7828,4.3,4479,2.5,3712,2.1,4560,2.5
"10","18059",76351,4588,6,4658,6.1,5570,7.3,3966,5.2,4343,5.7,4937,6.5,4637,6.1,7314,9.6,2713,3.6,5218,6.8,5209,6.8,6172,8.1,4078,5.3,3932,5.1,4173,5.5,2182,2.9,1487,1.9,1174,1.5
"11","18067",82366,5046,6.1,5503,6.7,5083,6.2,4596,5.6,4583,5.6,4970,6,5157,6.3,5011,6.1,4653,5.6,4951,6,5568,6.8,6082,7.4,5246,6.4,4473,5.4,4541,5.5,3117,3.8,1423,1.7,2363,2.9
"12","22105",133777,9594,7.2,8307,6.2,9991,7.5,9243,6.9,9972,7.5,10186,7.6,7866,5.9,9309,7,7178,5.4,9053,6.8,7611,5.7,8599,6.4,7781,5.8,7124,5.3,4882,3.6,3217,2.4,2548,1.9,1316,1
"13","25003",126348,5001,4,5881,4.7,6026,4.8,7914,6.3,8430,6.7,6956,5.5,6738,5.3,7324,5.8,5489,4.3,7488,5.9,9249,7.3,9994,7.9,10619,8.4,9169,7.3,7449,5.9,5491,4.3,3301,2.6,3829,3
"14","27139",147381,9856,6.7,11737,8,11954,8.1,10387,7,7941,5.4,7766,5.3,10007,6.8,11754,8,10195,6.9,11186,7.6,10843,7.4,10080,6.8,7383,5,6052,4.1,3803,2.6,2846,1.9,1592,1.1,1999,1.4
"15","36087",325695,26348,8.1,24313,7.5,25878,7.9,23812,7.3,21799,6.7,19494,6,17307,5.3,19074,5.9,17369,5.3,18912,5.8,20786,6.4,19836,6.1,19658,6,16287,5,11666,3.6,7409,2.3,7871,2.4,7876,2.4
"16","36105",75498,4167,5.5,4242,5.6,4733,6.3,5280,7,3693,4.9,4397,5.8,4065,5.4,4774,6.3,3733,4.9,5364,7.1,5654,7.5,5987,7.9,5211,6.9,4532,6,3838,5.1,3068,4.1,1643,2.2,1117,1.5
"17","37037",73139,3762,5.1,3904,5.3,4794,6.6,3537,4.8,3925,5.4,3289,4.5,3310,4.5,3824,5.2,3798,5.2,5164,7.1,5337,7.3,5260,7.2,5359,7.3,5260,7.2,5022,6.9,3194,4.4,1560,2.1,2840,3.9
"18","37085",134214,9796,7.3,10069,7.5,9652,7.2,8945,6.7,8640,6.4,10104,7.5,10018,7.5,8768,6.5,9864,7.3,8399,6.3,8294,6.2,7945,5.9,6679,5,5383,4,4796,3.6,3595,2.7,1887,1.4,1380,1
"19","37195",81455,4833,5.9,5553,6.8,5196,6.4,6691,8.2,3801,4.7,4726,5.8,4810,5.9,3817,4.7,5857,7.2,4601,5.6,5336,6.6,5484,6.7,5946,7.3,6097,7.5,2778,3.4,2165,2.7,2263,2.8,1501,1.8
"20","39007",97493,5783,5.9,5705,5.9,6492,6.7,5220,5.4,5759,5.9,5920,6.1,5219,5.4,6300,6.5,4264,4.4,6078,6.2,7340,7.5,6912,7.1,7932,8.1,6301,6.5,4539,4.7,3478,3.6,1970,2,2281,2.3
"21","39013",67505,3579,5.3,3178,4.7,3987,5.9,3544,5.2,3340,4.9,4519,6.7,3697,5.5,3828,5.7,3993,5.9,4500,6.7,4249,6.3,5003,7.4,5738,8.5,4631,6.9,3689,5.5,2297,3.4,1664,2.5,2069,3.1
"22","40031",120422,8170,6.8,7029,5.8,8739,7.3,8252,6.9,11095,9.2,10691,8.9,8652,7.2,8599,7.1,6115,5.1,6716,5.6,7215,6,6759,5.6,7167,6,4993,4.1,3949,3.3,2479,2.1,1929,1.6,1873,1.6
"23","42013",122492,6104,5,7542,6.2,6223,5.1,7529,6.1,6721,5.5,7855,6.4,6828,5.6,6694,5.5,7185,5.9,8139,6.6,8409,6.9,9566,7.8,8204,6.7,7883,6.4,6277,5.1,4903,4,3285,2.7,3145,2.6
"24","42039",85063,4821,5.7,4103,4.8,5451,6.4,5862,6.9,5358,6.3,4667,5.5,4532,5.3,4119,4.8,4928,5.8,5305,6.2,5668,6.7,6084,7.2,6609,7.8,5409,6.4,4979,5.9,3321,3.9,2155,2.5,1692,2
"25","42051",130441,6854,5.3,6956,5.3,6897,5.3,6413,4.9,6704,5.1,8375,6.4,7964,6.1,7263,5.6,7707,5.9,8429,6.5,9085,7,9559,7.3,10543,8.1,8839,6.8,6779,5.2,4839,3.7,3313,2.5,3922,3
"26","47113",97605,6289,6.4,5110,5.2,6941,7.1,6403,6.6,7192,7.4,6800,7,5924,6.1,5639,5.8,5254,5.4,5853,6,6378,6.5,5940,6.1,7301,7.5,6146,6.3,3718,3.8,2345,2.4,2142,2.2,2230,2.3
"27","48027",355642,29751,8.4,26729,7.5,27496,7.7,24762,7,30215,8.5,31941,9,26320,7.4,25516,7.2,20648,5.8,19660,5.5,19384,5.5,19059,5.4,15502,4.4,12660,3.6,10517,3,7890,2.2,4528,1.3,3064,0.9
"28","48061",423908,34375,8.1,35150,8.3,36557,8.6,36286,8.6,30836,7.3,28519,6.7,23356,5.5,26684,6.3,25779,6.1,25313,6,21935,5.2,23778,5.6,17334,4.1,16663,3.9,15698,3.7,10067,2.4,7278,1.7,8300,2
"29","49057",256359,19087,7.4,21110,8.2,20270,7.9,18815,7.3,17847,7,20121,7.8,18349,7.2,18779,7.3,16997,6.6,14765,5.8,12862,5,14766,5.8,13029,5.1,10782,4.2,7444,2.9,4409,1.7,3661,1.4,3266,1.3
"30","51165",81244,4391,5.4,5308,6.5,4959,6.1,5774,7.1,4969,6.1,4652,5.7,4679,5.8,4998,6.2,4242,5.2,5010,6.2,6040,7.4,4622,5.7,6391,7.9,3925,4.8,4438,5.5,2772,3.4,2119,2.6,1955,2.4
"31","51700",178626,12716,7.1,10428,5.8,11695,6.5,13448,7.5,14645,8.2,15536,8.7,13689,7.7,9244,5.2,12187,6.8,9693,5.4,10576,5.9,10376,5.8,10976,6.1,7218,4,6500,3.6,4446,2.5,3262,1.8,1991,1.1
"32","51710",244076,15896,6.5,12322,5,13069,5.4,17045,7,32698,13.4,26753,11,20191,8.3,15514,6.4,12613,5.2,11910,4.9,12040,4.9,13468,5.5,13286,5.4,9934,4.1,6637,2.7,3781,1.5,2998,1.2,3921,1.6
"33","51810",450189,28088,6.2,28024,6.2,27126,6,25575,5.7,32323,7.2,38592,8.6,36018,8,29180,6.5,30234,6.7,27021,6,28342,6.3,29495,6.6,26320,5.8,22966,5.1,14477,3.2,11428,2.5,7182,1.6,7798,1.7
"34","53007",77036,4739,6.2,6173,8,4362,5.7,3707,4.8,4764,6.2,4072,5.3,6000,7.8,5014,6.5,4694,6.1,3614,4.7,4780,6.2,5874,7.6,4825,6.3,4276,5.6,4039,5.2,2647,3.4,1874,2.4,1582,2.1
"35","01015",114277,7142,6.2,7158,6.3,5968,5.2,7386,6.5,7451,6.5,8612,7.5,7661,6.7,5673,5,6935,6.1,6260,5.5,7356,6.4,8305,7.3,7855,6.9,6724,5.9,5516,4.8,4733,4.1,1781,1.6,1761,1.5
"36","08005",651215,40002,6.1,45381,7,40917,6.3,40364,6.2,39638,6.1,51248,7.9,50908,7.8,45978,7.1,47136,7.2,44843,6.9,40147,6.2,41200,6.3,38444,5.9,31316,4.8,22531,3.5,12815,2,8635,1.3,9712,1.5
"37","13013",80809,5177,6.4,5902,7.3,6164,7.6,5534,6.8,5039,6.2,5771,7.1,5486,6.8,5559,6.9,5243,6.5,5692,7,5776,7.1,5240,6.5,3983,4.9,3550,4.4,3107,3.8,1661,2.1,919,1.1,1006,1.2
"38","13157",70422,4268,6.1,4690,6.7,4921,7,5587,7.9,3664,5.2,4050,5.8,5057,7.2,4613,6.6,4561,6.5,5654,8,5015,7.1,4363,6.2,3735,5.3,3391,4.8,2588,3.7,2168,3.1,896,1.3,1201,1.7
"39","13245",201554,13080,6.5,12043,6,13174,6.5,14714,7.3,15988,7.9,18029,8.9,14966,7.4,12691,6.3,11438,5.7,11028,5.5,11186,5.5,10871,5.4,14198,7,9192,4.6,8165,4.1,4533,2.2,3481,1.7,2777,1.4
"40","13285",70034,4402,6.3,3367,4.8,6284,9,5207,7.4,6264,8.9,3845,5.5,4509,6.4,5408,7.7,3736,5.3,3345,4.8,4862,6.9,4033,5.8,4707,6.7,3674,5.2,2335,3.3,2007,2.9,993,1.4,1056,1.5
"41","19061",96854,7093,7.3,5373,5.5,5467,5.6,6943,7.2,6622,6.8,6808,7,5798,6,5696,5.9,4771,4.9,5053,5.2,6070,6.3,7300,7.5,6419,6.6,5453,5.6,4065,4.2,3139,3.2,2113,2.2,2671,2.8
"42","21227",131264,8051,6.1,7605,5.8,9503,7.2,12145,9.3,13299,10.1,9422,7.2,8558,6.5,7680,5.9,7663,5.8,7781,5.9,7705,5.9,7953,6.1,6537,5,6037,4.6,4711,3.6,3193,2.4,1770,1.3,1651,1.3
"43","27019",103551,6205,6,7265,7,8646,8.3,7952,7.7,5906,5.7,4883,4.7,6293,6.1,7469,7.2,7438,7.2,7494,7.2,7681,7.4,8119,7.8,5520,5.3,4785,4.6,2920,2.8,2745,2.7,1716,1.7,514,0.5
"44","28075",75317,4613,6.1,5479,7.3,5704,7.6,4034,5.4,4262,5.7,5555,7.4,4621,6.1,7122,9.5,1839,2.4,4756,6.3,4670,6.2,5423,7.2,4301,5.7,4240,5.6,3086,4.1,2734,3.6,1125,1.5,1753,2.3
"45","28081",85202,5600,6.6,6287,7.4,5831,6.8,6090,7.1,4817,5.7,5826,6.8,5139,6,6385,7.5,5528,6.5,5347,6.3,5265,6.2,5170,6.1,5820,6.8,3420,4,3480,4.1,1922,2.3,2160,2.5,1115,1.3
"46","28121",153902,8839,5.7,8785,5.7,11314,7.4,9136,5.9,9759,6.3,10792,7,10394,6.8,14631,9.5,8879,5.8,9646,6.3,9437,6.1,10231,6.6,8599,5.6,8521,5.5,5951,3.9,4287,2.8,2541,1.7,2160,1.4
"47","36111",178599,7600,4.3,8227,4.6,9746,5.5,9999,5.6,12870,7.2,11486,6.4,11035,6.2,12025,6.7,9062,5.1,11136,6.2,12857,7.2,13136,7.4,14295,8,11233,6.3,9173,5.1,6732,3.8,3589,2,4398,2.5
"48","37183",1092305,67798,6.2,70789,6.5,77598,7.1,75612,6.9,69280,6.3,80375,7.4,80374,7.4,81658,7.5,81231,7.4,82246,7.5,74099,6.8,68382,6.3,56023,5.1,43431,4,36436,3.3,22027,2,12375,1.1,12571,1.2
"49","39093",309461,17709,5.7,18578,6,19653,6.4,20005,6.5,20119,6.5,16926,5.5,16513,5.3,17931,5.8,19414,6.3,20751,6.7,20521,6.6,21756,7,22680,7.3,19233,6.2,14013,4.5,9690,3.1,6875,2.2,7094,2.3
"50","40119",82040,4289,5.2,4534,5.5,4436,5.4,8861,10.8,14944,18.2,6090,7.4,5046,6.2,4106,5,4214,5.1,3403,4.1,3317,4,3979,4.9,3841,4.7,3510,4.3,3044,3.7,1489,1.8,1596,1.9,1341,1.6
"51","40131",91984,5321,5.8,6056,6.6,6035,6.6,6262,6.8,5649,6.1,5781,6.3,5502,6,5631,6.1,5962,6.5,5970,6.5,6076,6.6,7100,7.7,5652,6.1,4308,4.7,4624,5,2706,2.9,1775,1.9,1574,1.7
"52","42081",113664,6287,5.5,5545,4.9,7282,6.4,8557,7.5,6012,5.3,7699,6.8,7158,6.3,5597,4.9,6692,5.9,6815,6,7560,6.7,7921,7,8638,7.6,7146,6.3,5066,4.5,4325,3.8,3063,2.7,2301,2
"53","45015",221091,14376,6.5,17157,7.8,12956,5.9,14667,6.6,14011,6.3,16639,7.5,16208,7.3,14672,6.6,14451,6.5,14010,6.3,14150,6.4,13388,6.1,13597,6.1,10647,4.8,9148,4.1,5705,2.6,2761,1.2,2548,1.2
"54","45085",106512,7074,6.6,6117,5.7,7851,7.4,7013,6.6,7518,7.1,8301,7.8,6654,6.2,5894,5.5,6277,5.9,6031,5.7,6804,6.4,7185,6.7,6225,5.8,5967,5.6,4301,4,3281,3.1,2147,2,1872,1.8
"55","47147",71012,4422,6.2,4461,6.3,5173,7.3,4649,6.5,3998,5.6,4438,6.2,4800,6.8,4164,5.9,4344,6.1,5160,7.3,4853,6.8,5618,7.9,4802,6.8,2986,4.2,3296,4.6,2061,2.9,1183,1.7,604,0.9
"56","48085",1005146,62291,6.2,66963,6.7,83949,8.4,71535,7.1,58065,5.8,60038,6,68304,6.8,76560,7.6,83595,8.3,81652,8.1,69583,6.9,62864,6.3,49302,4.9,39306,3.9,30805,3.1,18950,1.9,10740,1.1,10644,1.1
"57","49045",69907,5542,7.9,5181,7.4,8173,11.7,6171,8.8,4250,6.1,4512,6.5,4212,6,5605,8,5604,8,4099,5.9,3531,5.1,2346,3.4,4322,6.2,2748,3.9,1086,1.6,1048,1.5,808,1.2,669,1
"58","53041",79604,4904,6.2,3960,5,5339,6.7,4747,6,3865,4.9,4647,5.8,5168,6.5,4789,6,4243,5.3,4640,5.8,4776,6,5223,6.6,6723,8.4,5194,6.5,4698,5.9,3118,3.9,1928,2.4,1642,2.1
"59","53053",891299,59323,6.7,61633,6.9,55848,6.3,53231,6,58433,6.6,72460,8.1,66264,7.4,66680,7.5,52826,5.9,55676,6.2,54616,6.1,57422,6.4,53630,6,45014,5.1,30603,3.4,22633,2.5,11656,1.3,13351,1.5
"60","54061",106420,5086,4.8,4512,4.2,5541,5.2,8730,8.2,16317,15.3,9003,8.5,8745,8.2,6812,6.4,6334,6,6060,5.7,5492,5.2,4609,4.3,6003,5.6,3976,3.7,3917,3.7,2188,2.1,1398,1.3,1697,1.6
"61","55009",263378,16835,6.4,17065,6.5,18530,7,17810,6.8,17165,6.5,17173,6.5,16568,6.3,16874,6.4,16415,6.2,16306,6.2,18681,7.1,18148,6.9,16436,6.2,13446,5.1,9592,3.6,7604,2.9,4595,1.7,4135,1.6
"62","06115",78041,5920,7.6,5294,6.8,6460,8.3,5556,7.1,5223,6.7,6297,8.1,5966,7.6,4676,6,4812,6.2,4431,5.7,4024,5.2,4392,5.6,5607,7.2,3503,4.5,2293,2.9,1501,1.9,1057,1.4,1029,1.3
"63","13051",289195,17812,6.2,17142,5.9,16463,5.7,18873,6.5,23009,8,24707,8.5,21933,7.6,19168,6.6,16559,5.7,17085,5.9,16751,5.8,18915,6.5,16647,5.8,14341,5,12070,4.2,7626,2.6,5356,1.9,4738,1.6
"64","13063",289615,21868,7.6,25696,8.9,20328,7,21325,7.4,21180,7.3,23507,8.1,20542,7.1,20875,7.2,17794,6.1,19051,6.6,18495,6.4,17839,6.2,14235,4.9,11442,4,6678,2.3,5104,1.8,1967,0.7,1689,0.6
"65","13113",113459,4782,4.2,6083,5.4,9748,8.6,9390,8.3,6541,5.8,4474,3.9,4244,3.7,5701,5,7969,7,7538,6.6,9293,8.2,9759,8.6,7653,6.7,5624,5,7061,6.2,4397,3.9,1175,1,2027,1.8
"66","13223",164044,11062,6.7,10514,6.4,13800,8.4,12311,7.5,9997,6.1,10602,6.5,10178,6.2,12719,7.8,12587,7.7,12153,7.4,12140,7.4,11238,6.9,7872,4.8,6715,4.1,3787,2.3,3432,2.1,1632,1,1305,0.8
"67","17043",928589,55149,5.9,59689,6.4,58099,6.3,60345,6.5,57392,6.2,57794,6.2,60020,6.5,62141,6.7,58224,6.3,61469,6.6,64240,6.9,66269,7.1,63997,6.9,47250,5.1,37979,4.1,24145,2.6,16173,1.7,18214,2
"68","17089",534216,33832,6.3,37706,7.1,39196,7.3,39971,7.5,33551,6.3,31532,5.9,31695,5.9,38038,7.1,34528,6.5,37417,7,36787,6.9,37003,6.9,29879,5.6,26897,5,17713,3.3,12808,2.4,8092,1.5,7571,1.4
"69","18089",484411,28930,6,29862,6.2,33856,7,32668,6.7,30050,6.2,30040,6.2,29175,6,32936,6.8,28039,5.8,30527,6.3,31361,6.5,33418,6.9,33625,6.9,27091,5.6,19016,3.9,13589,2.8,9712,2,10516,2.2
"70","21059",101104,6562,6.5,6451,6.4,7657,7.6,6669,6.6,5681,5.6,6910,6.8,6215,6.1,6834,6.8,5504,5.4,5968,5.9,6148,6.1,6703,6.6,6750,6.7,5161,5.1,4640,4.6,3290,3.3,2100,2.1,1861,1.8
"71","21185",66470,3158,4.8,5192,7.8,5630,8.5,4964,7.5,3527,5.3,3363,5.1,3384,5.1,4651,7,5388,8.1,5154,7.8,4726,7.1,4452,6.7,4230,6.4,3209,4.8,2241,3.4,1722,2.6,831,1.3,648,1
"72","25009",790638,44522,5.6,43847,5.5,49793,6.3,52175,6.6,51242,6.5,48632,6.2,48835,6.2,44347,5.6,50606,6.4,51107,6.5,57625,7.3,60932,7.7,52097,6.6,43490,5.5,34112,4.3,21004,2.7,15479,2,20793,2.6
"73","26163",1753893,114750,6.5,112798,6.4,115184,6.6,112243,6.4,111194,6.3,138711,7.9,110854,6.3,100285,5.7,105099,6,114449,6.5,114387,6.5,117015,6.7,116663,6.7,90430,5.2,67765,3.9,44672,2.5,34218,2,33176,1.9
"74","29165",102985,5680,5.5,6786,6.6,7734,7.5,6107,5.9,5915,5.7,7226,7,6524,6.3,8357,8.1,6616,6.4,7238,7,6541,6.4,7065,6.9,6168,6,4923,4.8,4386,4.3,3131,3,1251,1.2,1337,1.3
"75","36053",70795,3092,4.4,4064,5.7,3603,5.1,6677,9.4,5654,8,3450,4.9,3605,5.1,3206,4.5,3999,5.6,4257,6,5115,7.2,5222,7.4,5764,8.1,5196,7.3,2528,3.6,2870,4.1,1104,1.6,1389,2
"76","37159",141262,6562,4.6,8860,6.3,9922,7,10992,7.8,7360,5.2,8367,5.9,8036,5.7,9842,7,8811,6.2,9456,6.7,9344,6.6,10766,7.6,8348,5.9,8596,6.1,5830,4.1,5317,3.8,2252,1.6,2601,1.8
"77","39029",102665,5526,5.4,5351,5.2,6345,6.2,5964,5.8,5532,5.4,5743,5.6,5563,5.4,5988,5.8,5767,5.6,7005,6.8,6761,6.6,7959,7.8,7986,7.8,7356,7.2,5024,4.9,4218,4.1,2430,2.4,2147,2.1
"78","41059",77516,5059,6.5,5741,7.4,5930,7.7,5193,6.7,4867,6.3,5736,7.4,4546,5.9,5497,7.1,4550,5.9,4342,5.6,4789,6.2,4563,5.9,4781,6.2,4037,5.2,2965,3.8,2481,3.2,1194,1.5,1245,1.6
"79","42045",564751,33196,5.9,35429,6.3,33383,5.9,39026,6.9,38339,6.8,37017,6.6,36774,6.5,36158,6.4,32416,5.7,34641,6.1,37008,6.6,42434,7.5,36479,6.5,29205,5.2,22354,4,14224,2.5,12044,2.1,14624,2.6
"80","42073",86184,4361,5.1,4051,4.7,5110,5.9,5473,6.4,4671,5.4,4937,5.7,4459,5.2,4587,5.3,4942,5.7,5497,6.4,5544,6.4,6191,7.2,7383,8.6,5710,6.6,4734,5.5,4210,4.9,2452,2.8,1872,2.2
"81","47157",935764,64983,6.9,60867,6.5,69334,7.4,60989,6.5,63476,6.8,74027,7.9,64509,6.9,59681,6.4,57613,6.2,59320,6.3,57031,6.1,52811,5.6,64087,6.8,45155,4.8,33283,3.6,22922,2.4,10713,1.1,14963,1.6
"82","04003",126770,7103,5.6,8163,6.4,7463,5.9,7994,6.3,7479,5.9,7885,6.2,6868,5.4,9070,7.2,5573,4.4,6455,5.1,7389,5.8,6656,5.3,10270,8.1,8608,6.8,7522,5.9,6003,4.7,3095,2.4,3174,2.5
"83","04005",142854,7273,5.1,7520,5.3,9774,6.8,17020,11.9,16884,11.8,11374,8,8647,6.1,7928,5.5,7193,5,8206,5.7,6852,4.8,8485,5.9,7885,5.5,6210,4.3,4951,3.5,3627,2.5,1585,1.1,1440,1
"84","06023",136373,7335,5.4,8500,6.2,6410,4.7,8744,6.4,12757,9.4,9640,7.1,8044,5.9,9700,7.1,8773,6.4,7381,5.4,6777,5,7025,5.2,10991,8.1,8168,6,7059,5.2,3664,2.7,2588,1.9,2817,2.1
"85","06039",157672,11785,7.5,11935,7.6,12680,8,11502,7.3,10369,6.6,10995,7,10756,6.8,10604,6.7,9632,6.1,8976,5.7,9116,5.8,9168,5.8,8055,5.1,6223,3.9,7290,4.6,2937,1.9,2981,1.9,2668,1.7
"86","12097",367990,23336,6.3,24289,6.6,26498,7.2,26974,7.3,24345,6.6,26167,7.1,25534,6.9,31591,8.6,22368,6.1,25885,7,23200,6.3,18763,5.1,20613,5.6,18641,5.1,11435,3.1,8867,2.4,4682,1.3,4802,1.3
"87","13059",127330,6509,5.1,5814,4.6,5939,4.7,14484,11.4,23729,18.6,11067,8.7,8384,6.6,7850,6.2,7048,5.5,6566,5.2,4718,3.7,4588,3.6,5611,4.4,5105,4,4162,3.3,2500,2,1511,1.2,1745,1.4
"88","13313",104062,6819,6.6,7316,7,7417,7.1,9101,8.7,6314,6.1,7410,7.1,5523,5.3,6506,6.3,7514,7.2,6549,6.3,6987,6.7,6552,6.3,5466,5.3,4917,4.7,3897,3.7,2530,2.4,1600,1.5,1644,1.6
"89","16019",116854,9248,7.9,10063,8.6,10993,9.4,8390,7.2,6943,5.9,8104,6.9,7874,6.7,7510,6.4,7396,6.3,6499,5.6,5747,4.9,7106,6.1,5935,5.1,5050,4.3,3857,3.3,2600,2.2,1144,1,2395,2
"90","22109",111021,6997,6.3,8367,7.5,8988,8.1,5918,5.3,7606,6.9,7453,6.7,7567,6.8,8726,7.9,5840,5.3,6158,5.5,7034,6.3,7331,6.6,6394,5.8,6189,5.6,4301,3.9,3233,2.9,1483,1.3,1436,1.3
"91","24015",102826,5670,5.5,7442,7.2,5775,5.6,6830,6.6,6263,6.1,6552,6.4,5847,5.7,5596,5.4,6491,6.3,6705,6.5,8307,8.1,6361,6.2,8783,8.5,5325,5.2,4930,4.8,2619,2.5,1436,1.4,1894,1.8
"92","24037",112664,5828,5.2,5778,5.1,10463,9.3,8912,7.9,8435,7.5,6445,5.7,6744,6,8106,7.2,6429,5.7,6877,6.1,9757,8.7,7112,6.3,6772,6,4580,4.1,4116,3.7,3321,2.9,1857,1.6,1132,1
"93","25001",213413,7195,3.4,8560,4,10308,4.8,10727,5,10027,4.7,10651,5,9477,4.4,9571,4.5,8381,3.9,11320,5.3,14300,6.7,18769,8.8,18674,8.8,19947,9.3,17375,8.1,12431,5.8,8030,3.8,7670,3.6
"94","25021",705388,37698,5.3,38945,5.5,43305,6.1,45466,6.4,43776,6.2,44715,6.3,46316,6.6,44952,6.4,43938,6.2,48015,6.8,50833,7.2,51971,7.4,46500,6.6,37818,5.4,28365,4,20714,2.9,13545,1.9,18516,2.6
"95","27163",259201,15599,6,17708,6.8,18772,7.2,17115,6.6,13374,5.2,13416,5.2,16864,6.5,18408,7.1,18088,7,16991,6.6,17934,6.9,20607,8,15601,6,14120,5.4,9269,3.6,6300,2.4,4860,1.9,4175,1.6
"96","34033",62607,3082,4.9,3597,5.7,4570,7.3,3595,5.7,3338,5.3,4300,6.9,3365,5.4,4271,6.8,3180,5.1,3729,6,4589,7.3,4330,6.9,4926,7.9,3996,6.4,2763,4.4,2762,4.4,783,1.3,1431,2.3
"97","34035",331164,16889,5.1,17443,5.3,24467,7.4,21089,6.4,19964,6,18025,5.4,18694,5.6,22345,6.7,21985,6.6,23879,7.2,25813,7.8,24523,7.4,24429,7.4,17017,5.1,11521,3.5,8759,2.6,7095,2.1,7227,2.2
"98","36081",2278906,141025,6.2,114733,5,131467,5.8,114739,5,130400,5.7,186838,8.2,179431,7.9,162511,7.1,150800,6.6,153175,6.7,155124,6.8,159360,7,141673,6.2,111198,4.9,90377,4,64901,2.8,45981,2,45173,2
"99","36119",967612,53737,5.6,56684,5.9,62385,6.4,63626,6.6,60610,6.3,54952,5.7,56269,5.8,62664,6.5,60495,6.3,67534,7,71046,7.3,69293,7.2,62980,6.5,46993,4.9,41340,4.3,30306,3.1,20116,2.1,26582,2.7
"100","37109",83770,3970,4.7,3753,4.5,6240,7.4,5589,6.7,3632,4.3,4832,5.8,4172,5,4764,5.7,5300,6.3,7033,8.4,7327,8.7,7512,9,5365,6.4,5552,6.6,3351,4,2987,3.6,1027,1.2,1364,1.6
"101","42003",1218452,64027,5.3,59164,4.9,65767,5.4,70727,5.8,75482,6.2,94627,7.8,92760,7.6,79686,6.5,63741,5.2,70581,5.8,75955,6.2,85273,7,90743,7.4,73839,6.1,53510,4.4,40676,3.3,28061,2.3,33833,2.8
"102","45035",160647,9562,6,12983,8.1,9743,6.1,11765,7.3,9063,5.6,9655,6,10943,6.8,12227,7.6,11248,7,10250,6.4,10475,6.5,11297,7,8997,5.6,7233,4.5,6916,4.3,3896,2.4,2411,1.5,1983,1.2
"103","48231",96493,6220,6.4,5441,5.6,7580,7.9,7900,8.2,6248,6.5,5210,5.4,5956,6.2,4991,5.2,6777,7,5864,6.1,6198,6.4,6031,6.3,7293,7.6,4284,4.4,4472,4.6,3109,3.2,1916,2,1003,1
