"countyCode","population","total.Under.5.years","percent.Under.5.years","total.5.to.9.years","percent.5.to.9.years","total.10.to.14.years","percent.10.to.14.years","total.15.to.19.years","percent.15.to.19.years","total.20.to.24.years","percent.20.to.24.years","total.25.to.29.years","percent.25.to.29.years","total.30.to.34.years","percent.30.to.34.years","total.35.to.39.years","percent.35.to.39.years","total.40.to.44.years","percent.40.to.44.years","total.45.to.49.years","percent.45.to.49.years","total.50.to.54.years","percent.50.to.54.years","total.55.to.59.years","percent.55.to.59.years","total.60.to.64.years","percent.60.to.64.years","total.65.to.69.years","percent.65.to.69.years","total.70.to.74.years","percent.70.to.74.years","total.75.to.79.years","percent.75.to.79.years","total.80.to.84.years","percent.80.to.84.years","total.85.years.and.over","percent.85.years.and.over"
"104","51650",134313,8344,6.2,6137,4.6,8461,6.3,8863,6.6,12393,9.2,11642,8.7,9067,6.8,7979,5.9,6914,5.1,7093,5.3,8299,6.2,10499,7.8,7927,5.9,6901,5.1,5189,3.9,3735,2.8,2046,1.5,2824,2.1
"105","01077",92387,4920,5.3,4433,4.8,5483,5.9,6003,6.5,7145,7.7,6287,6.8,5030,5.4,5629,6.1,4471,4.8,5792,6.3,5926,6.4,7136,7.7,5713,6.2,5692,6.2,4668,5.1,3029,3.3,2868,3.1,2162,2.3
"106","09011",266784,12752,4.8,12786,4.8,16636,6.2,15956,6,19144,7.2,18865,7.1,16680,6.3,13409,5,15635,5.9,16491,6.2,20206,7.6,19971,7.5,19939,7.5,14983,5.6,12368,4.6,9005,3.4,5843,2.2,6115,2.3
"107","17167",195348,10725,5.5,11647,6,12984,6.6,12496,6.4,11502,5.9,11782,6,11714,6,13116,6.7,11896,6.1,12146,6.2,12723,6.5,13932,7.1,14002,7.2,12277,6.3,8097,4.1,5947,3,3909,2,4453,2.3
"108","21111",770517,48293,6.3,47710,6.2,46630,6.1,46433,6,47325,6.1,60235,7.8,53703,7,51491,6.7,44829,5.8,47844,6.2,47314,6.1,53073,6.9,51216,6.6,43549,5.7,29533,3.8,19784,2.6,15676,2,15879,2.1
"109","21151",92368,4924,5.3,5307,5.7,5254,5.7,7364,8,11918,12.9,6289,6.8,5599,6.1,5095,5.5,5976,6.5,5747,6.2,5273,5.7,5921,6.4,4982,5.4,4460,4.8,3290,3.6,2033,2.2,1473,1.6,1463,1.6
"110","22015",127185,8084,6.4,10262,8.1,8411,6.6,7582,6,9468,7.4,8480,6.7,10101,7.9,10625,8.4,7703,6.1,7085,5.6,6388,5,8209,6.5,7153,5.6,6427,5.1,4171,3.3,2547,2,2364,1.9,2125,1.7
"111","24009",92003,4628,5,4914,5.3,7459,8.1,6038,6.6,5351,5.8,5349,5.8,5986,6.5,6041,6.6,4590,5,6082,6.6,7994,8.7,7965,8.7,6131,6.7,4217,4.6,4130,4.5,2275,2.5,1298,1.4,1555,1.7
"112","26025",134487,8074,6,8837,6.6,8975,6.7,8619,6.4,7752,5.8,9095,6.8,7704,5.7,7759,5.8,7590,5.6,8555,6.4,9056,6.7,8496,6.3,9928,7.4,7555,5.6,5977,4.4,4008,3,2784,2.1,3723,2.8
"113","34025",621354,30897,5,32297,5.2,42777,6.9,40431,6.5,36881,5.9,35151,5.7,31890,5.1,35263,5.7,36470,5.9,43275,7,49012,7.9,51698,8.3,46112,7.4,34804,5.6,27920,4.5,20266,3.3,11645,1.9,14565,2.3
"114","37119",1093901,72691,6.6,73061,6.7,69815,6.4,70119,6.4,71303,6.5,96621,8.8,89682,8.2,88396,8.1,71726,6.6,77486,7.1,69779,6.4,63731,5.8,56900,5.2,43535,4,32605,3,20274,1.9,13375,1.2,12802,1.2
"115","39055",94031,5011,5.3,5411,5.8,6574,7,6989,7.4,5401,5.7,4177,4.4,3885,4.1,5244,5.6,4424,4.7,5855,6.2,7057,7.5,7323,7.8,7173,7.6,6063,6.4,5030,5.3,3862,4.1,2525,2.7,2027,2.2
"116","39119",86183,5265,6.1,4753,5.5,6144,7.1,5418,6.3,5280,6.1,5458,6.3,4866,5.6,4736,5.5,5311,6.2,5651,6.6,5950,6.9,5432,6.3,6730,7.8,5389,6.3,3278,3.8,3255,3.8,1843,2.1,1424,1.7
"117","41043",127335,7457,5.9,7785,6.1,7662,6,7502,5.9,7796,6.1,9130,7.2,8120,6.4,8567,6.7,6664,5.2,8340,6.5,6998,5.5,9235,7.3,7493,5.9,8523,6.7,6110,4.8,3812,3,3072,2.4,3069,2.4
"118","42017",628195,30736,4.9,31747,5.1,40899,6.5,38762,6.2,36396,5.8,33934,5.4,35042,5.6,38758,6.2,35501,5.7,42091,6.7,47575,7.6,54653,8.7,45041,7.2,36473,5.8,30224,4.8,22355,3.6,14545,2.3,13463,2.1
"119","42095",304807,14331,4.7,16684,5.5,18304,6,21723,7.1,21069,6.9,17303,5.7,17708,5.8,17426,5.7,17312,5.7,20053,6.6,21376,7,24647,8.1,19208,6.3,17193,5.6,14513,4.8,11013,3.6,6676,2.2,8268,2.7
"120","45075",86934,4647,5.3,4570,5.3,6331,7.3,5556,6.4,6487,7.5,6113,7,4699,5.4,5765,6.6,3614,4.2,4838,5.6,5490,6.3,6020,6.9,5938,6.8,6132,7.1,3931,4.5,4191,4.8,1059,1.2,1553,1.8
"121","48029",1986049,142117,7.2,131037,6.6,151199,7.6,143367,7.2,146167,7.4,161793,8.1,154873,7.8,140672,7.1,127548,6.4,123988,6.2,112989,5.7,109330,5.5,100517,5.1,81307,4.1,62795,3.2,42614,2.1,27986,1.4,25750,1.3
"122","48091",148373,8668,5.8,9594,6.5,9266,6.2,9884,6.7,8069,5.4,8440,5.7,8412,5.7,10742,7.2,7933,5.3,10085,6.8,9126,6.2,9518,6.4,12194,8.2,8869,6,7902,5.3,3808,2.6,2500,1.7,3363,2.3
"123","48361",83572,6308,7.5,4657,5.6,6022,7.2,5636,6.7,5520,6.6,5992,7.2,4787,5.7,4180,5,5560,6.7,5080,6.1,5182,6.2,5175,6.2,6140,7.3,4209,5,3409,4.1,2148,2.6,1837,2.2,1730,2.1
"124","48497",68305,4381,6.4,4267,6.2,5187,7.6,5507,8.1,3562,5.2,3911,5.7,3901,5.7,4862,7.1,3610,5.3,4841,7.1,4547,6.7,4858,7.1,4801,7,3407,5,2769,4.1,1581,2.3,1217,1.8,1096,1.6
"125","53009",76737,3330,4.3,3423,4.5,4216,5.5,3881,5.1,3080,4,3828,5,3848,5,4009,5.2,4171,5.4,3790,4.9,3898,5.1,6723,8.8,6379,8.3,7315,9.5,5583,7.3,4040,5.3,2122,2.8,3101,4
"126","72021",170480,6674,3.9,7520,4.4,9443,5.5,10412,6.1,11757,6.9,12698,7.4,10297,6,9190,5.4,11021,6.5,10113,5.9,11145,6.5,12445,7.3,10247,6,9750,5.7,8782,5.2,7198,4.2,5694,3.3,6094,3.6
"127","72137",74623,2984,4,3568,4.8,4589,6.1,4966,6.7,5050,6.8,5261,7.1,4376,5.9,4741,6.4,5099,6.8,4726,6.3,4760,6.4,5361,7.2,4419,5.9,3946,5.3,4246,5.7,2468,3.3,2319,3.1,1744,2.3
"128","04025",231993,9673,4.2,9525,4.1,11405,4.9,11756,5.1,11059,4.8,10198,4.4,9719,4.2,9367,4,9781,4.2,12141,5.2,13430,5.8,18798,8.1,21485,9.3,24915,10.7,18916,8.2,13981,6,8473,3.7,7371,3.2
"129","13097",145331,8863,6.1,9519,6.5,11950,8.2,11844,8.1,9274,6.4,9001,6.2,8228,5.7,9031,6.2,12217,8.4,10390,7.1,10807,7.4,9088,6.3,7833,5.4,5874,4,5272,3.6,3117,2.1,1493,1,1530,1.1
"130","13135",927781,61171,6.6,64499,7,77975,8.4,69599,7.5,60037,6.5,62266,6.7,60798,6.6,70086,7.6,63238,6.8,71208,7.7,65621,7.1,57931,6.2,49647,5.4,34112,3.7,26453,2.9,15582,1.7,8243,0.9,9315,1
"131","15007",72133,4505,6.2,4256,5.9,4298,6,4222,5.9,3092,4.3,4495,6.2,4412,6.1,4798,6.7,4029,5.6,4381,6.1,4914,6.8,3756,5.2,6266,8.7,4783,6.6,4103,5.7,2552,3.5,1665,2.3,1606,2.2
"132","16027",223499,16032,7.2,17805,8,17790,8,17254,7.7,14968,6.7,15795,7.1,14147,6.3,14441,6.5,13549,6.1,13804,6.2,12311,5.5,12029,5.4,11644,5.2,10864,4.9,8258,3.7,6463,2.9,2864,1.3,3481,1.6
"133","18019",117360,6925,5.9,7135,6.1,8266,7,6567,5.6,6166,5.3,8291,7.1,8574,7.3,8434,7.2,8219,7,7293,6.2,7349,6.3,7316,6.2,8464,7.2,6135,5.2,5299,4.5,3762,3.2,1876,1.6,1289,1.1
"134","19013",132408,8248,6.2,7424,5.6,8498,6.4,9903,7.5,14178,10.7,8646,6.5,8789,6.6,8906,6.7,6735,5.1,6572,5,6725,5.1,8419,6.4,8147,6.2,7001,5.3,5030,3.8,4613,3.5,2069,1.6,2505,1.9
"135","21015",131533,9034,6.9,8706,6.6,9687,7.4,9599,7.3,7301,5.6,10110,7.7,7678,5.8,6876,5.2,10803,8.2,8964,6.8,8907,6.8,9238,7,7267,5.5,5796,4.4,4982,3.8,2776,2.1,2411,1.8,1398,1.1
"136","22051",434051,28563,6.6,24722,5.7,27317,6.3,23329,5.4,24023,5.5,31825,7.3,31094,7.2,28343,6.5,25819,5.9,25801,5.9,28612,6.6,29961,6.9,30401,7,25554,5.9,18114,4.2,13487,3.1,9022,2.1,8064,1.9
"137","23031",206229,9847,4.8,9842,4.8,12300,6,11054,5.4,10323,5,12225,5.9,12335,6,10812,5.2,12744,6.2,13281,6.4,15189,7.4,16588,8,17375,8.4,14340,7,10805,5.2,6839,3.3,5755,2.8,4575,2.2
"138","24027",323196,19110,5.9,21627,6.7,23478,7.3,21371,6.6,18670,5.8,19125,5.9,19915,6.2,21561,6.7,24091,7.5,23482,7.3,23765,7.4,23121,7.2,19141,5.9,13798,4.3,14257,4.4,8439,2.6,4637,1.4,3608,1.1
"139","24031",1052567,65827,6.3,69115,6.6,67548,6.4,64224,6.1,59610,5.7,63774,6.1,70166,6.7,75537,7.2,69348,6.6,73240,7,72557,6.9,72605,6.9,65371,6.2,54977,5.2,37954,3.6,29025,2.8,19924,1.9,21765,2.1
"140","27053",1259428,81464,6.5,76377,6.1,75648,6,71854,5.7,78351,6.2,108469,8.6,105446,8.4,100102,7.9,72243,5.7,76064,6,77372,6.1,84292,6.7,74886,5.9,63162,5,40533,3.2,29982,2.4,19306,1.5,23877,1.9
"141","28067",68461,4953,7.2,4613,6.7,4454,6.5,5595,8.2,2869,4.2,4848,7.1,4243,6.2,5029,7.3,4130,6,3849,5.6,3499,5.1,2947,4.3,5557,8.1,3832,5.6,3321,4.9,2555,3.7,792,1.2,1375,2
"142","29510",302838,18849,6.2,14097,4.7,16480,5.4,13449,4.4,22080,7.3,32816,10.8,28119,9.3,20029,6.6,19982,6.6,17069,5.6,17891,5.9,18436,6.1,21802,7.2,13746,4.5,11460,3.8,6720,2.2,4324,1.4,5489,1.8
"143","34013",799767,52554,6.6,53595,6.7,51936,6.5,50440,6.3,50926,6.4,56140,7,54115,6.8,54577,6.8,57333,7.2,56526,7.1,55056,6.9,50504,6.3,47533,5.9,34257,4.3,27685,3.5,18743,2.3,12205,1.5,15642,2
"144","34021",369811,20928,5.7,19894,5.4,23839,6.4,26639,7.2,29475,8,23956,6.5,22334,6,24063,6.5,22754,6.2,25599,6.9,25774,7,25524,6.9,23031,6.2,19625,5.3,12990,3.5,8786,2.4,7407,2,7193,1.9
"145","36113",64265,2946,4.6,3974,6.2,2187,3.4,3834,6,3034,4.7,3960,6.2,3356,5.2,3928,6.1,3153,4.9,4266,6.6,4591,7.1,4399,6.8,6276,9.8,5341,8.3,3166,4.9,2032,3.2,1561,2.4,2261,3.5
"146","36117",90064,5067,5.6,4586,5.1,6461,7.2,5011,5.6,4799,5.3,5132,5.7,5182,5.8,4127,4.6,5577,6.2,5609,6.2,6688,7.4,7606,8.4,6927,7.7,4908,5.4,5022,5.6,3356,3.7,1896,2.1,2110,2.3
"147","37129",232274,9765,4.2,12821,5.5,12679,5.5,14972,6.4,22465,9.7,16269,7,15360,6.6,13405,5.8,14613,6.3,14824,6.4,13891,6,15441,6.6,14290,6.2,13515,5.8,11511,5,7154,3.1,4347,1.9,4952,2.1
"148","39081",65767,3125,4.8,2722,4.1,4229,6.4,3709,5.6,5051,7.7,3682,5.6,3303,5,3178,4.8,3621,5.5,4485,6.8,4073,6.2,4764,7.2,5368,8.2,4781,7.3,3430,5.2,2905,4.4,1823,2.8,1518,2.3
"149","42085",110683,5254,4.7,5342,4.8,6709,6.1,7471,6.7,7252,6.6,5665,5.1,5904,5.3,5491,5,6524,5.9,6630,6,7544,6.8,8490,7.7,8417,7.6,6705,6.1,6485,5.9,4293,3.9,2497,2.3,4010,3.6
"150","42111",73952,3355,4.5,3749,5.1,3536,4.8,3798,5.1,3710,5,4317,5.8,4044,5.5,4419,6,4480,6.1,4856,6.6,5442,7.4,5609,7.6,6112,8.3,5281,7.1,3782,5.1,3382,4.6,2104,2.8,1976,2.7
"151","51800",91185,5881,6.4,5854,6.4,6698,7.3,5207,5.7,5624,6.2,5651,6.2,6300,6.9,6218,6.8,5376,5.9,6569,7.2,6234,6.8,6090,6.7,6338,7,4359,4.8,3463,3.8,2804,3.1,1230,1.3,1289,1.4
"152","53033",2233163,129380,5.8,129764,5.8,122444,5.5,118624,5.3,133686,6,206461,9.2,203642,9.1,177459,7.9,157542,7.1,153307,6.9,140231,6.3,139853,6.3,125879,5.6,101314,4.5,76113,3.4,47291,2.1,32047,1.4,38126,1.7
"153","54033",67554,3411,5,3655,5.4,4006,5.9,4762,7,3710,5.5,3844,5.7,3882,5.7,4147,6.1,4060,6,4453,6.6,4628,6.9,3815,5.6,5909,8.7,4522,6.7,3050,4.5,2339,3.5,1507,2.2,1854,2.7
"154","06111",850967,49716,5.8,54227,6.4,56590,6.7,56607,6.7,57191,6.7,59379,7,54677,6.4,54561,6.4,51937,6.1,55577,6.5,55791,6.6,61658,7.2,50837,6,44719,5.3,31341,3.7,21965,2.6,15666,1.8,18528,2.2
"155","09005",181111,7473,4.1,9487,5.2,9254,5.1,10331,5.7,10084,5.6,9388,5.2,8833,4.9,10890,6,8733,4.8,12222,6.7,14467,8,15595,8.6,16457,9.1,12777,7.1,9548,5.3,7068,3.9,4144,2.3,4360,2.4
"156","09007",162682,6269,3.9,9482,5.8,7282,4.5,9832,6,10690,6.6,9019,5.5,9526,5.9,10008,6.2,8139,5,10993,6.8,12625,7.8,12571,7.7,13804,8.5,10424,6.4,8088,5,5483,3.4,4108,2.5,4339,2.7
"157","12023",70503,4328,6.1,5326,7.6,3383,4.8,4324,6.1,3852,5.5,4416,6.3,3598,5.1,5155,7.3,4510,6.4,4579,6.5,4041,5.7,4882,6.9,5131,7.3,3714,5.3,3719,5.3,2610,3.7,1307,1.9,1628,2.3
"158","13047",67420,3240,4.8,3325,4.9,4915,7.3,3757,5.6,5415,8,3430,5.1,4076,6,4069,6,4733,7,4703,7,4854,7.2,4544,6.7,4290,6.4,3859,5.7,3214,4.8,2133,3.2,2064,3.1,799,1.2
"159","13247",90594,4854,5.4,7185,7.9,6364,7,6764,7.5,5208,5.7,6075,6.7,5806,6.4,5157,5.7,5444,6,5953,6.6,6507,7.2,6281,6.9,6190,6.8,4371,4.8,3677,4.1,2175,2.4,1495,1.7,1088,1.2
"160","13297",93503,6040,6.5,6045,6.5,7121,7.6,7394,7.9,4900,5.2,6002,6.4,5061,5.4,6584,7,5696,6.1,6201,6.6,6658,7.1,6996,7.5,4735,5.1,4097,4.4,4048,4.3,3144,3.4,1393,1.5,1388,1.5
"161","16005",87138,5541,6.4,6572,7.5,6022,6.9,6977,8,6463,7.4,7345,8.4,6145,7.1,5559,6.4,5046,5.8,4494,5.2,4421,5.1,5623,6.5,4586,5.3,4824,5.5,2536,2.9,1957,2.2,1411,1.6,1616,1.9
"162","24003",576031,35483,6.2,34259,5.9,37408,6.5,32194,5.6,38503,6.7,39660,6.9,41596,7.2,40503,7,36979,6.4,37060,6.4,40816,7.1,40465,7,36294,6.3,24772,4.3,25543,4.4,17029,3,8206,1.4,9261,1.6
"163","28033",182001,11394,6.3,11144,6.1,15335,8.4,13536,7.4,11060,6.1,12366,6.8,11236,6.2,12563,6.9,13144,7.2,14085,7.7,11926,6.6,9602,5.3,11637,6.4,7601,4.2,6192,3.4,3757,2.1,3252,1.8,2171,1.2
"164","29097",120636,7898,6.5,7586,6.3,10034,8.3,7521,6.2,7643,6.3,9254,7.7,8609,7.1,8632,7.2,5938,4.9,6795,5.6,7267,6,9002,7.5,5758,4.8,5268,4.4,5365,4.4,3249,2.7,2505,2.1,2312,1.9
"165","30029",102106,5668,5.6,5949,5.8,7046,6.9,5672,5.6,5214,5.1,5827,5.7,5779,5.7,7863,7.7,5251,5.1,6008,5.9,6015,5.9,7216,7.1,8640,8.5,7112,7,5500,5.4,3771,3.7,2172,2.1,1403,1.4
"166","35001",678701,37141,5.5,36062,5.3,48647,7.2,41822,6.2,45647,6.7,50523,7.4,49577,7.3,49263,7.3,38211,5.6,40965,6,41362,6.1,46380,6.8,41885,6.2,35655,5.3,31030,4.6,18053,2.7,12791,1.9,13687,2
"167","36005",1432132,102764,7.2,94486,6.6,100545,7,95617,6.7,104329,7.3,123774,8.6,106386,7.4,92835,6.5,88297,6.2,87166,6.1,92443,6.5,85317,6,75008,5.2,55410,3.9,46561,3.3,33127,2.3,26879,1.9,21188,1.5
"168","37019",136744,5543,4.1,5047,3.7,6053,4.4,7036,5.1,5691,4.2,5930,4.3,5910,4.3,5553,4.1,6162,4.5,7893,5.8,8199,6,9886,7.2,14178,10.4,16269,11.9,13113,9.6,8555,6.3,3023,2.2,2703,2
"169","37021",259103,12897,5,12581,4.9,13734,5.3,13386,5.2,14897,5.7,17670,6.8,17325,6.7,18770,7.2,15947,6.2,17529,6.8,16176,6.2,17546,6.8,18824,7.3,16484,6.4,13885,5.4,9715,3.7,4226,1.6,7511,2.9
"170","37127",94016,4796,5.1,6070,6.5,6383,6.8,5293,5.6,5191,5.5,6159,6.6,4696,5,5373,5.7,6705,7.1,5470,5.8,6800,7.2,6314,6.7,7320,7.8,5784,6.2,4882,5.2,3282,3.5,1643,1.7,1855,2
"171","37193",68557,3857,5.6,3549,5.2,3859,5.6,3758,5.5,3793,5.5,4103,6,3649,5.3,3576,5.2,3730,5.4,4738,6.9,5030,7.3,4306,6.3,5914,8.6,4975,7.3,3415,5,2682,3.9,2326,3.4,1297,1.9
"172","39035",1243857,71166,5.7,65990,5.3,75664,6.1,74772,6,78984,6.3,93486,7.5,82582,6.6,72839,5.9,70104,5.6,74620,6,79754,6.4,88568,7.1,89191,7.2,74278,6,51271,4.1,42422,3.4,26358,2.1,31808,2.6
"173","39061",816684,52905,6.5,49287,6,53919,6.6,53691,6.6,53323,6.5,65691,8,59413,7.3,52743,6.5,43969,5.4,47304,5.8,50838,6.2,57032,7,51552,6.3,40716,5,31188,3.8,21506,2.6,14710,1.8,16897,2.1
"174","39165",232173,13093,5.6,12668,5.5,20105,8.7,16757,7.2,12049,5.2,12973,5.6,14566,6.3,16723,7.2,15073,6.5,17256,7.4,16696,7.2,18541,8,12293,5.3,10958,4.7,9192,4,4796,2.1,3995,1.7,4439,1.9
"175","40017",144447,10196,7.1,10329,7.2,11452,7.9,9144,6.3,8156,5.6,10020,6.9,11678,8.1,11720,8.1,8601,6,9118,6.3,8435,5.8,8619,6,8148,5.6,5722,4,5837,4,3191,2.2,1367,0.9,2714,1.9
"176","42029",522046,29045,5.6,33895,6.5,34108,6.5,36326,7,31943,6.1,30283,5.8,30383,5.8,31380,6,33339,6.4,35572,6.8,37247,7.1,37608,7.2,35749,6.8,27605,5.3,22017,4.2,15302,2.9,9703,1.9,10541,2
"177","42077",368100,21837,5.9,22871,6.2,24509,6.7,23324,6.3,24411,6.6,24158,6.6,24852,6.8,25291,6.9,19890,5.4,23357,6.3,24052,6.5,23824,6.5,23430,6.4,20084,5.5,14840,4,9597,2.6,7513,2,10260,2.8
"178","45063",295032,17264,5.9,18762,6.4,20575,7,18141,6.1,15240,5.2,20981,7.1,19533,6.6,21229,7.2,17241,5.8,19746,6.7,20110,6.8,19469,6.6,19969,6.8,16058,5.4,12697,4.3,7791,2.6,5301,1.8,4925,1.7
"179","47119",94340,5972,6.3,5480,5.8,7158,7.6,5485,5.8,4467,4.7,6747,7.2,6803,7.2,6361,6.7,5746,6.1,6662,7.1,5905,6.3,6841,7.3,5974,6.3,5039,5.3,3732,4,2909,3.1,1715,1.8,1344,1.4
"180","47189",140625,8174,5.8,10050,7.1,9387,6.7,9360,6.7,6547,4.7,7938,5.6,8151,5.8,9972,7.1,10436,7.4,10402,7.4,9419,6.7,8958,6.4,9333,6.6,8879,6.3,5199,3.7,4194,3,2465,1.8,1761,1.3
"181","48203",66726,3243,4.9,5096,7.6,4855,7.3,6029,9,4879,7.3,2663,4,4146,6.2,4393,6.6,4450,6.7,3823,5.7,3158,4.7,4384,6.6,4730,7.1,4715,7.1,2014,3,1696,2.5,1308,2,1144,1.7
"182","51041",348556,20758,6,22833,6.6,23920,6.9,24385,7,21716,6.2,20536,5.9,21510,6.2,23472,6.7,23110,6.6,24868,7.1,23423,6.7,23534,6.8,22465,6.4,19194,5.5,14216,4.1,8890,2.6,5368,1.5,4358,1.3
"183","55131",135693,7567,5.6,8095,6,8657,6.4,8457,6.2,6657,4.9,6707,4.9,8083,6,9171,6.8,7668,5.7,8845,6.5,10618,7.8,10467,7.7,10347,7.6,7471,5.5,6458,4.8,4408,3.2,3620,2.7,2397,1.8
"184","09003",892697,47757,5.3,48336,5.4,56621,6.3,58229,6.5,57215,6.4,58951,6.6,59260,6.6,57082,6.4,53001,5.9,57238,6.4,62455,7,64672,7.2,59206,6.6,45634,5.1,38948,4.4,27912,3.1,17646,2,22534,2.5
"185","12033",315534,18797,6,15378,4.9,21583,6.8,21420,6.8,24660,7.8,24832,7.9,20719,6.6,17946,5.7,18305,5.8,17156,5.4,18752,5.9,21285,6.7,21705,6.9,17158,5.4,13663,4.3,8840,2.8,7233,2.3,6102,1.9
"186","18039",205560,15471,7.5,14797,7.2,17085,8.3,14111,6.9,13505,6.6,14184,6.9,12167,5.9,13727,6.7,11077,5.4,11616,5.7,13332,6.5,12995,6.3,11763,5.7,9802,4.8,6962,3.4,5014,2.4,3814,1.9,4138,2
"187","18109",70116,3865,5.5,4517,6.4,4820,6.9,4316,6.2,4221,6,4109,5.9,3635,5.2,4495,6.4,3350,4.8,4998,7.1,5187,7.4,6321,9,4550,6.5,3638,5.2,3543,5.1,2232,3.2,857,1.2,1462,2.1
"188","19049",90180,6558,7.3,7749,8.6,7001,7.8,6073,6.7,4540,5,6102,6.8,7001,7.8,7874,8.7,6343,7,6806,7.5,5031,5.6,5125,5.7,3291,3.6,4160,4.6,2146,2.4,1741,1.9,993,1.1,1646,1.8
"189","23011",122083,5831,4.8,5716,4.7,7406,6.1,6979,5.7,7440,6.1,6999,5.7,7271,6,7678,6.3,6249,5.1,7575,6.2,8645,7.1,9459,7.7,9965,8.2,7673,6.3,6954,5.7,4444,3.6,2221,1.8,3578,2.9
"190","26049",406892,23735,5.8,22899,5.6,28600,7,25960,6.4,25197,6.2,27383,6.7,23315,5.7,21341,5.2,25116,6.2,26711,6.6,27175,6.7,29097,7.2,29203,7.2,24536,6,16601,4.1,12941,3.2,9577,2.4,7505,1.8
"191","26087",88028,4175,4.7,4054,4.6,6220,7.1,5679,6.5,4986,5.7,4727,5.4,4437,5,4780,5.4,5251,6,5896,6.7,7044,8,7321,8.3,7491,8.5,5780,6.6,4191,4.8,3030,3.4,1597,1.8,1369,1.6
"192","26145",190800,10940,5.7,10536,5.5,12140,6.4,13315,7,12893,6.8,12042,6.3,10531,5.5,10803,5.7,10656,5.6,10860,5.7,12597,6.6,13867,7.3,12854,6.7,11038,5.8,9836,5.2,6121,3.2,4618,2.4,5153,2.7
"193","30013",81643,5421,6.6,4742,5.8,5037,6.2,4088,5,5717,7,6116,7.5,5861,7.2,6066,7.4,3479,4.3,4417,5.4,4632,5.7,4698,5.8,6364,7.8,4798,5.9,3603,4.4,2789,3.4,1875,2.3,1940,2.4
"194","32003",2231647,139920,6.3,138792,6.2,153373,6.9,135016,6.1,134338,6,169492,7.6,163029,7.3,156894,7,151503,6.8,153528,6.9,142913,6.4,137039,6.1,127120,5.7,108505,4.9,92964,4.2,60877,2.7,35327,1.6,31017,1.4
"195","36007",191659,9796,5.1,10769,5.6,9900,5.2,15095,7.9,16868,8.8,12265,6.4,10718,5.6,9871,5.2,10063,5.3,10307,5.4,11884,6.2,13207,6.9,14123,7.4,10062,5.2,9555,5,6395,3.3,4447,2.3,6334,3.3
"196","36027",293718,13417,4.6,14757,5,16151,5.5,21333,7.3,21801,7.4,17399,5.9,17467,5.9,15264,5.2,18692,6.4,19095,6.5,22173,7.5,22670,7.7,21926,7.5,16447,5.6,12770,4.3,9191,3.1,6677,2.3,6488,2.2
"197","37023",90382,4114,4.6,5050,5.6,4990,5.5,4757,5.3,4540,5,6143,6.8,4826,5.3,5843,6.5,5590,6.2,6321,7,6038,6.7,7007,7.8,7116,7.9,5212,5.8,4829,5.3,4502,5,1802,2,1702,1.9
"198","37035",158652,8694,5.5,8698,5.5,11603,7.3,10228,6.4,8346,5.3,9900,6.2,9379,5.9,10449,6.6,8862,5.6,10854,6.8,11118,7,11534,7.3,10967,6.9,8220,5.2,8679,5.5,4381,2.8,3734,2.4,3006,1.9
"199","37125",98682,5070,5.1,5990,6.1,4715,4.8,7612,7.7,4064,4.1,5725,5.8,5266,5.3,5277,5.3,5393,5.5,6105,6.2,6558,6.6,5786,5.9,7537,7.6,6505,6.6,6186,6.3,5811,5.9,2029,2.1,3053,3.1
"200","39009",65818,2511,3.8,1890,2.9,3522,5.4,8286,12.6,12430,18.9,4190,6.4,3909,5.9,3875,5.9,2456,3.7,3210,4.9,3262,5,4132,6.3,3508,5.3,3465,5.3,1806,2.7,1465,2.2,798,1.2,1103,1.7
"201","39023",134585,7874,5.9,7259,5.4,9684,7.2,9399,7,8035,6,8014,6,7736,5.7,7162,5.3,8076,6,7837,5.8,9157,6.8,9114,6.8,9281,6.9,8232,6.1,6653,4.9,4466,3.3,2757,2,3849,2.9
"202","39099",229642,12238,5.3,12354,5.4,12127,5.3,15978,7,14540,6.3,13433,5.8,12247,5.3,12241,5.3,13037,5.7,13638,5.9,14631,6.4,16077,7,18961,8.3,15752,6.9,10754,4.7,8768,3.8,4703,2,8163,3.6
"203","45051",344147,15962,4.6,16690,4.8,18283,5.3,20123,5.8,17007,4.9,20904,6.1,19646,5.7,17029,4.9,21122,6.1,18832,5.5,21957,6.4,25073,7.3,28288,8.2,29282,8.5,26073,7.6,15081,4.4,6844,2,5951,1.7
"204","47093",465289,26369,5.7,27467,5.9,27791,6,29873,6.4,41154,8.8,33540,7.2,30401,6.5,31060,6.7,26767,5.8,29918,6.4,29391,6.3,30731,6.6,27550,5.9,23790,5.1,19684,4.2,13167,2.8,8745,1.9,7891,1.7
"205","51061",70675,4160,5.9,3548,5,5732,8.1,4702,6.7,3360,4.8,5159,7.3,3827,5.4,4117,5.8,4339,6.1,4215,6,5304,7.5,5558,7.9,4721,6.7,4476,6.3,2381,3.4,2321,3.3,1859,2.6,896,1.3
"206","72127",320967,13094,4.1,16071,5,15147,4.7,19961,6.2,21909,6.8,21366,6.7,18180,5.7,17761,5.5,19915,6.2,19620,6.1,21387,6.7,21116,6.6,22057,6.9,20133,6.3,16684,5.2,14625,4.6,9929,3.1,12012,3.7
